host,boroughCount,boroughs
179443372,4,"Kensington_and_Chelsea, Hackney, Tower_Hamlets, Westminster"
153229519,4,"Kensington_and_Chelsea, Camden, Tower_Hamlets, Westminster"
24603454,4,"Kensington_and_Chelsea, Camden, Tower_Hamlets, Westminster"
21083998,4,"Kensington_and_Chelsea, Camden, Tower_Hamlets, Westminster"
244157601,4,"Kensington_and_Chelsea, Camden, Hackney, Westminster"
148113174,4,"Camden, Hackney, Tower_Hamlets, Westminster"
154958846,3,"Barking_and_Dagenham, Newham, Tower_Hamlets"
58672229,3,"City_of_London, Camden, Westminster"
5352830,3,"City_of_London, Camden, Westminster"
105125907,3,"City_of_London, Camden, Hackney"
48861995,3,"City_of_London, Southwark, Tower_Hamlets"
8690046,3,"City_of_London, Camden, Hackney"
122820136,3,"City_of_London, Brent, Camden"
94679515,3,"City_of_London, Southwark, Westminster"
215647812,3,"City_of_London, Islington, Hackney"
2074840,3,"City_of_London, Islington, Camden"
244331544,3,"City_of_London, Tower_Hamlets, Westminster"
11621858,3,"City_of_London, Hammersmith_and_Fulham, Camden"
227297499,3,"City_of_London, Kensington_and_Chelsea, Tower_Hamlets"
26724380,3,"City_of_London, Kensington_and_Chelsea, Camden"
5473088,3,"City_of_London, Tower_Hamlets, Westminster"
1517803,3,"City_of_London, Hackney, Tower_Hamlets"
51305689,3,"City_of_London, Lambeth, Westminster"
35424755,3,"Hillingdon, Hounslow, Kensington_and_Chelsea"
204698446,3,"Hillingdon, Kensington_and_Chelsea, Westminster"
263211779,3,"Hillingdon, Brent, Westminster"
83958637,3,"Enfield, Islington, Camden"
199043747,3,"Bromley, Lambeth, Southwark"
1952411,3,"Bromley, Lewisham, Lambeth"
7644180,3,"Bromley, Lambeth, Southwark"
186619379,3,"Redbridge, Greenwich, Islington"
162670539,3,"Redbridge, Hackney, Tower_Hamlets"
162214874,3,"Redbridge, Newham, Tower_Hamlets"
4595575,3,"Redbridge, Newham, Tower_Hamlets"
144932258,3,"Hounslow, Hammersmith_and_Fulham, Westminster"
112066727,3,"Hounslow, Ealing, Camden"
52038584,3,"Hounslow, Lewisham, Lambeth"
263909734,3,"Hounslow, Wandsworth, Lambeth"
185136424,3,"Hounslow, Ealing, Hammersmith_and_Fulham"
108184637,3,"Croydon, Wandsworth, Lambeth"
60095830,3,"Croydon, Islington, Westminster"
762736,3,"Croydon, Lewisham, Southwark"
204281901,3,"Croydon, Camden, Westminster"
51439158,3,"Croydon, Camden, Westminster"
253250962,3,"Croydon, Wandsworth, Westminster"
230550142,3,"Richmond_upon_Thames, Wandsworth, Lambeth"
80425840,3,"Richmond_upon_Thames, Hammersmith_and_Fulham, Kensington_and_Chelsea"
2525777,3,"Richmond_upon_Thames, Islington, Westminster"
8484725,3,"Waltham_Forest, Newham, Hackney"
135543044,3,"Waltham_Forest, Barnet, Southwark"
13483935,3,"Waltham_Forest, Newham, Tower_Hamlets"
199459956,3,"Waltham_Forest, Southwark, Westminster"
67500800,3,"Merton, Newham, Tower_Hamlets"
41200507,3,"Merton, Brent, Camden"
117626913,3,"Merton, Camden, Westminster"
122830214,3,"Merton, Kensington_and_Chelsea, Westminster"
140393195,3,"Merton, Wandsworth, Lambeth"
255364774,3,"Merton, Greenwich, Hammersmith_and_Fulham"
58341371,3,"Merton, Kensington_and_Chelsea, Westminster"
62967279,3,"Barnet, Newham, Tower_Hamlets"
57989340,3,"Barnet, Brent, Westminster"
194033700,3,"Barnet, Kensington_and_Chelsea, Westminster"
154083860,3,"Barnet, Haringey, Westminster"
228095684,3,"Barnet, Brent, Westminster"
259537380,3,"Barnet, Haringey, Islington"
261517094,3,"Barnet, Brent, Camden"
189689748,3,"Barnet, Kensington_and_Chelsea, Westminster"
34416383,3,"Barnet, Kensington_and_Chelsea, Westminster"
19646173,3,"Barnet, Islington, Hackney"
110181866,3,"Greenwich, Southwark, Westminster"
217269501,3,"Greenwich, Southwark, Tower_Hamlets"
219827538,3,"Greenwich, Hammersmith_and_Fulham, Kensington_and_Chelsea"
777801,3,"Greenwich, Lambeth, Islington"
235631301,3,"Greenwich, Southwark, Islington"
268520254,3,"Greenwich, Newham, Tower_Hamlets"
104507582,3,"Ealing, Hammersmith_and_Fulham, Westminster"
109778834,3,"Ealing, Brent, Hammersmith_and_Fulham"
190233321,3,"Ealing, Hammersmith_and_Fulham, Kensington_and_Chelsea"
189613018,3,"Ealing, Brent, Kensington_and_Chelsea"
1590736,3,"Ealing, Lewisham, Southwark"
215526453,3,"Ealing, Tower_Hamlets, Westminster"
139459869,3,"Ealing, Brent, Hammersmith_and_Fulham"
7922860,3,"Newham, Hammersmith_and_Fulham, Kensington_and_Chelsea"
17070353,3,"Newham, Lewisham, Southwark"
157954735,3,"Newham, Southwark, Tower_Hamlets"
175535918,3,"Newham, Camden, Tower_Hamlets"
198973007,3,"Newham, Southwark, Tower_Hamlets"
15990831,3,"Newham, Camden, Tower_Hamlets"
179992254,3,"Newham, Tower_Hamlets, Westminster"
2065219,3,"Newham, Lambeth, Southwark"
230467636,3,"Newham, Southwark, Tower_Hamlets"
36126550,3,"Newham, Hammersmith_and_Fulham, Westminster"
211806676,3,"Newham, Hammersmith_and_Fulham, Westminster"
210120236,3,"Newham, Hammersmith_and_Fulham, Westminster"
13557337,3,"Newham, Hackney, Tower_Hamlets"
20770834,3,"Haringey, Islington, Hackney"
43754868,3,"Haringey, Islington, Camden"
2419758,3,"Haringey, Camden, Westminster"
144430839,3,"Haringey, Islington, Hackney"
15686300,3,"Haringey, Islington, Hackney"
55105447,3,"Haringey, Islington, Hackney"
150257204,3,"Haringey, Camden, Westminster"
261982904,3,"Haringey, Brent, Tower_Hamlets"
129547997,3,"Haringey, Islington, Hackney"
144786680,3,"Lewisham, Lambeth, Southwark"
157426109,3,"Lewisham, Southwark, Islington"
190444894,3,"Lewisham, Lambeth, Camden"
197259230,3,"Lewisham, Lambeth, Southwark"
77700183,3,"Lewisham, Southwark, Tower_Hamlets"
6498776,3,"Lewisham, Southwark, Islington"
1616720,3,"Brent, Camden, Westminster"
64202899,3,"Brent, Hackney, Westminster"
138279907,3,"Brent, Wandsworth, Southwark"
467692,3,"Brent, Camden, Tower_Hamlets"
173635808,3,"Brent, Islington, Camden"
120045094,3,"Brent, Camden, Hackney"
1289812,3,"Brent, Kensington_and_Chelsea, Westminster"
158900512,3,"Brent, Camden, Tower_Hamlets"
158895056,3,"Brent, Camden, Tower_Hamlets"
188667364,3,"Brent, Islington, Westminster"
106003879,3,"Brent, Islington, Camden"
54111075,3,"Brent, Camden, Westminster"
219430283,3,"Brent, Camden, Westminster"
113385378,3,"Brent, Hammersmith_and_Fulham, Camden"
38907468,3,"Brent, Camden, Westminster"
65040257,3,"Brent, Camden, Westminster"
3327423,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
20344572,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
63091616,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
3809876,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
117759084,3,"Hammersmith_and_Fulham, Wandsworth, Kensington_and_Chelsea"
59310710,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
44734831,3,"Hammersmith_and_Fulham, Camden, Westminster"
50112313,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
135336101,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
134721761,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
130082169,3,"Hammersmith_and_Fulham, Southwark, Westminster"
2331446,3,"Hammersmith_and_Fulham, Tower_Hamlets, Westminster"
162551355,3,"Hammersmith_and_Fulham, Wandsworth, Kensington_and_Chelsea"
9783157,3,"Hammersmith_and_Fulham, Tower_Hamlets, Westminster"
151302378,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Camden"
61407694,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
168364544,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Camden"
21200437,3,"Hammersmith_and_Fulham, Wandsworth, Kensington_and_Chelsea"
131923458,3,"Hammersmith_and_Fulham, Lambeth, Hackney"
180640377,3,"Hammersmith_and_Fulham, Camden, Westminster"
139834210,3,"Hammersmith_and_Fulham, Camden, Tower_Hamlets"
13107990,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
235205889,3,"Hammersmith_and_Fulham, Wandsworth, Kensington_and_Chelsea"
217609865,3,"Hammersmith_and_Fulham, Camden, Westminster"
170734667,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
122573468,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
60151108,3,"Hammersmith_and_Fulham, Islington, Hackney"
219631041,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
250766988,3,"Hammersmith_and_Fulham, Camden, Westminster"
138878486,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
231077412,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
13717578,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
265006671,3,"Hammersmith_and_Fulham, Tower_Hamlets, Westminster"
632948,3,"Hammersmith_and_Fulham, Islington, Camden"
258580205,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
28750646,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
32056798,3,"Wandsworth, Lambeth, Kensington_and_Chelsea"
68923490,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
1953872,3,"Wandsworth, Islington, Tower_Hamlets"
99987717,3,"Wandsworth, Southwark, Tower_Hamlets"
13770205,3,"Wandsworth, Southwark, Tower_Hamlets"
47362142,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
15733962,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
173177138,3,"Wandsworth, Lambeth, Tower_Hamlets"
5835171,3,"Wandsworth, Lambeth, Camden"
74192216,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
221350472,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
35638143,3,"Wandsworth, Lambeth, Southwark"
167998875,3,"Wandsworth, Lambeth, Hackney"
7876672,3,"Lambeth, Tower_Hamlets, Westminster"
34207317,3,"Lambeth, Southwark, Westminster"
96036854,3,"Lambeth, Kensington_and_Chelsea, Westminster"
255675,3,"Lambeth, Camden, Westminster"
149688008,3,"Lambeth, Kensington_and_Chelsea, Hackney"
109942732,3,"Lambeth, Camden, Westminster"
44239887,3,"Lambeth, Kensington_and_Chelsea, Westminster"
2499048,3,"Lambeth, Camden, Tower_Hamlets"
3326097,3,"Lambeth, Camden, Westminster"
160262873,3,"Lambeth, Camden, Westminster"
167324725,3,"Lambeth, Kensington_and_Chelsea, Westminster"
17124465,3,"Lambeth, Southwark, Westminster"
47459455,3,"Lambeth, Camden, Westminster"
152889228,3,"Lambeth, Tower_Hamlets, Westminster"
153138969,3,"Lambeth, Camden, Westminster"
445273,3,"Lambeth, Islington, Hackney"
244673112,3,"Lambeth, Kensington_and_Chelsea, Westminster"
220114219,3,"Lambeth, Tower_Hamlets, Westminster"
92935351,3,"Lambeth, Kensington_and_Chelsea, Camden"
1839548,3,"Lambeth, Camden, Westminster"
460272,3,"Lambeth, Southwark, Westminster"
5046349,3,"Lambeth, Southwark, Westminster"
1310077,3,"Lambeth, Kensington_and_Chelsea, Westminster"
8006332,3,"Lambeth, Southwark, Westminster"
2924579,3,"Southwark, Camden, Westminster"
17873004,3,"Southwark, Islington, Camden"
124969029,3,"Southwark, Camden, Tower_Hamlets"
129836997,3,"Southwark, Kensington_and_Chelsea, Westminster"
2746573,3,"Southwark, Camden, Westminster"
3998265,3,"Southwark, Kensington_and_Chelsea, Hackney"
151237787,3,"Southwark, Kensington_and_Chelsea, Camden"
17653494,3,"Southwark, Camden, Tower_Hamlets"
118849090,3,"Southwark, Camden, Westminster"
251122776,3,"Southwark, Kensington_and_Chelsea, Westminster"
223778348,3,"Southwark, Islington, Westminster"
493497,3,"Southwark, Islington, Camden"
1408974,3,"Islington, Hackney, Tower_Hamlets"
18238791,3,"Islington, Kensington_and_Chelsea, Camden"
48225748,3,"Islington, Kensington_and_Chelsea, Camden"
111121666,3,"Islington, Kensington_and_Chelsea, Westminster"
149102176,3,"Islington, Camden, Westminster"
1591664,3,"Islington, Hackney, Tower_Hamlets"
36873235,3,"Islington, Camden, Hackney"
170645351,3,"Islington, Camden, Westminster"
96569915,3,"Islington, Camden, Tower_Hamlets"
148063644,3,"Islington, Kensington_and_Chelsea, Camden"
321917,3,"Islington, Camden, Tower_Hamlets"
132788643,3,"Islington, Tower_Hamlets, Westminster"
5910284,3,"Islington, Camden, Hackney"
214770913,3,"Islington, Hackney, Tower_Hamlets"
112509686,3,"Islington, Kensington_and_Chelsea, Camden"
158032229,3,"Islington, Kensington_and_Chelsea, Westminster"
167345716,3,"Islington, Tower_Hamlets, Westminster"
5222355,3,"Islington, Kensington_and_Chelsea, Camden"
1016331,3,"Islington, Camden, Hackney"
225012695,3,"Islington, Camden, Hackney"
122109164,3,"Islington, Hackney, Tower_Hamlets"
167604439,3,"Islington, Kensington_and_Chelsea, Camden"
52779918,3,"Islington, Camden, Westminster"
229700663,3,"Islington, Kensington_and_Chelsea, Camden"
147324789,3,"Islington, Kensington_and_Chelsea, Westminster"
261559313,3,"Islington, Hackney, Tower_Hamlets"
222105340,3,"Islington, Hackney, Westminster"
42401122,3,"Islington, Camden, Westminster"
4531267,3,"Kensington_and_Chelsea, Camden, Westminster"
2036946,3,"Kensington_and_Chelsea, Camden, Westminster"
9241022,3,"Kensington_and_Chelsea, Camden, Westminster"
99038064,3,"Kensington_and_Chelsea, Tower_Hamlets, Westminster"
110250725,3,"Kensington_and_Chelsea, Camden, Westminster"
133064942,3,"Kensington_and_Chelsea, Camden, Westminster"
11131496,3,"Kensington_and_Chelsea, Camden, Westminster"
3155639,3,"Kensington_and_Chelsea, Camden, Westminster"
53308425,3,"Kensington_and_Chelsea, Camden, Westminster"
30682134,3,"Kensington_and_Chelsea, Camden, Westminster"
163151766,3,"Kensington_and_Chelsea, Camden, Westminster"
132581311,3,"Kensington_and_Chelsea, Camden, Westminster"
153909397,3,"Kensington_and_Chelsea, Camden, Westminster"
6144655,3,"Kensington_and_Chelsea, Camden, Westminster"
157184570,3,"Kensington_and_Chelsea, Camden, Westminster"
2157755,3,"Kensington_and_Chelsea, Camden, Westminster"
182759204,3,"Kensington_and_Chelsea, Tower_Hamlets, Westminster"
141491457,3,"Kensington_and_Chelsea, Camden, Westminster"
158694308,3,"Kensington_and_Chelsea, Camden, Westminster"
219196044,3,"Kensington_and_Chelsea, Camden, Westminster"
144730993,3,"Kensington_and_Chelsea, Camden, Westminster"
68713681,3,"Kensington_and_Chelsea, Hackney, Tower_Hamlets"
228928499,3,"Kensington_and_Chelsea, Camden, Westminster"
156956264,3,"Kensington_and_Chelsea, Camden, Westminster"
238281121,3,"Kensington_and_Chelsea, Camden, Westminster"
25727709,3,"Kensington_and_Chelsea, Camden, Westminster"
167937848,3,"Kensington_and_Chelsea, Camden, Westminster"
431902,3,"Kensington_and_Chelsea, Camden, Westminster"
1095316,3,"Kensington_and_Chelsea, Camden, Westminster"
174734234,3,"Kensington_and_Chelsea, Camden, Westminster"
172457906,3,"Kensington_and_Chelsea, Hackney, Tower_Hamlets"
109385731,3,"Kensington_and_Chelsea, Camden, Tower_Hamlets"
29886167,3,"Kensington_and_Chelsea, Camden, Westminster"
237329906,3,"Kensington_and_Chelsea, Camden, Westminster"
42227304,3,"Kensington_and_Chelsea, Hackney, Westminster"
5436552,3,"Kensington_and_Chelsea, Camden, Tower_Hamlets"
48854001,3,"Camden, Hackney, Westminster"
117918911,3,"Camden, Hackney, Westminster"
146444615,3,"Camden, Hackney, Tower_Hamlets"
84410810,3,"Camden, Hackney, Westminster"
12979446,3,"Camden, Tower_Hamlets, Westminster"
39799654,3,"Camden, Hackney, Tower_Hamlets"
65734498,3,"Camden, Hackney, Westminster"
185898036,3,"Camden, Tower_Hamlets, Westminster"
159442402,2,"Havering, Westminster"
89915822,2,"Bexley, Tower_Hamlets"
94989849,2,"Bexley, Southwark"
55530347,2,"Sutton, Wandsworth"
8634152,2,"Barking_and_Dagenham, Islington"
82040787,2,"Barking_and_Dagenham, Islington"
16435322,2,"Barking_and_Dagenham, Camden"
196331237,2,"Barking_and_Dagenham, Lambeth"
1199849,2,"Barking_and_Dagenham, Westminster"
186729470,2,"Barking_and_Dagenham, Southwark"
134116899,2,"Barking_and_Dagenham, Islington"
112867646,2,"Barking_and_Dagenham, Westminster"
8780415,2,"Barking_and_Dagenham, Hammersmith_and_Fulham"
23787341,2,"Barking_and_Dagenham, Camden"
5380343,2,"City_of_London, Lewisham"
4212488,2,"City_of_London, Tower_Hamlets"
25987159,2,"City_of_London, Hackney"
67911213,2,"City_of_London, Tower_Hamlets"
471088,2,"City_of_London, Kensington_and_Chelsea"
66924011,2,"City_of_London, Southwark"
20503627,2,"City_of_London, Newham"
7732792,2,"City_of_London, Tower_Hamlets"
43882737,2,"City_of_London, Tower_Hamlets"
110789326,2,"City_of_London, Westminster"
995624,2,"City_of_London, Islington"
4649563,2,"City_of_London, Islington"
27435863,2,"City_of_London, Hackney"
31478726,2,"City_of_London, Westminster"
580475,2,"City_of_London, Westminster"
78657906,2,"City_of_London, Merton"
50177526,2,"City_of_London, Kensington_and_Chelsea"
16774103,2,"City_of_London, Wandsworth"
10673524,2,"City_of_London, Islington"
195253364,2,"City_of_London, Tower_Hamlets"
2349744,2,"City_of_London, Tower_Hamlets"
243689140,2,"City_of_London, Kensington_and_Chelsea"
165428457,2,"City_of_London, Merton"
22036320,2,"City_of_London, Tower_Hamlets"
229016230,2,"City_of_London, Kensington_and_Chelsea"
25852924,2,"City_of_London, Lambeth"
252117300,2,"City_of_London, Westminster"
194369376,2,"City_of_London, Westminster"
257298204,2,"City_of_London, Westminster"
221408919,2,"City_of_London, Wandsworth"
140886910,2,"City_of_London, Westminster"
1367883,2,"City_of_London, Camden"
33176796,2,"City_of_London, Southwark"
14938057,2,"City_of_London, Tower_Hamlets"
441736,2,"City_of_London, Tower_Hamlets"
28619960,2,"Harrow, Southwark"
71574422,2,"Harrow, Tower_Hamlets"
2100771,2,"Harrow, Southwark"
103674102,2,"Harrow, Tower_Hamlets"
148379571,2,"Harrow, Hammersmith_and_Fulham"
17521314,2,"Kingston_upon_Thames, Kensington_and_Chelsea"
156166734,2,"Kingston_upon_Thames, Lambeth"
129667352,2,"Enfield, Islington"
97874184,2,"Enfield, Hackney"
113828488,2,"Enfield, Islington"
1242644,2,"Enfield, Westminster"
20788,2,"Enfield, Westminster"
205700308,2,"Enfield, Hackney"
106991354,2,"Enfield, Islington"
149053025,2,"Enfield, Kensington_and_Chelsea"
57734526,2,"Enfield, Tower_Hamlets"
15885425,2,"Enfield, Islington"
30362264,2,"Enfield, Hackney"
35769547,2,"Bromley, Hackney"
148788178,2,"Bromley, Westminster"
4451914,2,"Bromley, Lambeth"
258763047,2,"Bromley, Lambeth"
1995390,2,"Bromley, Wandsworth"
145741789,2,"Bromley, Southwark"
93627028,2,"Redbridge, Hackney"
104762551,2,"Redbridge, Lambeth"
143245787,2,"Redbridge, Hackney"
145322841,2,"Redbridge, Westminster"
98155984,2,"Redbridge, Hackney"
37317235,2,"Redbridge, Lambeth"
8138227,2,"Redbridge, Islington"
17750777,2,"Redbridge, Westminster"
265831969,2,"Redbridge, Tower_Hamlets"
266042527,2,"Redbridge, Tower_Hamlets"
16677904,2,"Hounslow, Hammersmith_and_Fulham"
3838050,2,"Hounslow, Hammersmith_and_Fulham"
8271673,2,"Hounslow, Hammersmith_and_Fulham"
22979633,2,"Hounslow, Hammersmith_and_Fulham"
65128735,2,"Hounslow, Kensington_and_Chelsea"
1674201,2,"Hounslow, Hammersmith_and_Fulham"
125392965,2,"Hounslow, Hammersmith_and_Fulham"
116510596,2,"Hounslow, Hammersmith_and_Fulham"
29211630,2,"Hounslow, Hammersmith_and_Fulham"
152788806,2,"Hounslow, Lambeth"
230794940,2,"Hounslow, Hackney"
135373280,2,"Hounslow, Hammersmith_and_Fulham"
28574848,2,"Hounslow, Hammersmith_and_Fulham"
2938071,2,"Hounslow, Hammersmith_and_Fulham"
32886148,2,"Hounslow, Hammersmith_and_Fulham"
77357404,2,"Croydon, Hammersmith_and_Fulham"
14050397,2,"Croydon, Lambeth"
8278050,2,"Croydon, Kensington_and_Chelsea"
41146181,2,"Croydon, Lambeth"
130740775,2,"Croydon, Southwark"
14639787,2,"Croydon, Camden"
152366884,2,"Croydon, Hammersmith_and_Fulham"
138990841,2,"Croydon, Wandsworth"
158025931,2,"Croydon, Lambeth"
186720149,2,"Croydon, Wandsworth"
33306948,2,"Croydon, Wandsworth"
16100354,2,"Croydon, Wandsworth"
18846179,2,"Croydon, Lambeth"
491286,2,"Croydon, Kensington_and_Chelsea"
227657333,2,"Croydon, Lambeth"
12143319,2,"Croydon, Lambeth"
7893686,2,"Richmond_upon_Thames, Westminster"
19959228,2,"Richmond_upon_Thames, Westminster"
45894376,2,"Richmond_upon_Thames, Lambeth"
82284136,2,"Richmond_upon_Thames, Kensington_and_Chelsea"
43166496,2,"Richmond_upon_Thames, Westminster"
6555892,2,"Richmond_upon_Thames, Wandsworth"
5297554,2,"Richmond_upon_Thames, Islington"
524986,2,"Richmond_upon_Thames, Kensington_and_Chelsea"
18732231,2,"Richmond_upon_Thames, Kensington_and_Chelsea"
151429466,2,"Richmond_upon_Thames, Wandsworth"
175163507,2,"Richmond_upon_Thames, Hammersmith_and_Fulham"
3095896,2,"Richmond_upon_Thames, Hammersmith_and_Fulham"
242453736,2,"Richmond_upon_Thames, Hammersmith_and_Fulham"
18828230,2,"Richmond_upon_Thames, Wandsworth"
247194961,2,"Richmond_upon_Thames, Tower_Hamlets"
139218703,2,"Richmond_upon_Thames, Wandsworth"
72135649,2,"Waltham_Forest, Hackney"
62956417,2,"Waltham_Forest, Islington"
11263398,2,"Waltham_Forest, Hackney"
109613892,2,"Waltham_Forest, Islington"
79501201,2,"Waltham_Forest, Westminster"
221325468,2,"Waltham_Forest, Hackney"
2350487,2,"Waltham_Forest, Camden"
6528202,2,"Waltham_Forest, Tower_Hamlets"
696065,2,"Waltham_Forest, Hackney"
243879215,2,"Waltham_Forest, Hammersmith_and_Fulham"
235246917,2,"Waltham_Forest, Hackney"
241446579,2,"Waltham_Forest, Southwark"
88444702,2,"Waltham_Forest, Hammersmith_and_Fulham"
76075364,2,"Waltham_Forest, Camden"
26110958,2,"Merton, Hammersmith_and_Fulham"
28733969,2,"Merton, Wandsworth"
62245878,2,"Merton, Wandsworth"
34766598,2,"Merton, Wandsworth"
19505366,2,"Merton, Westminster"
71989399,2,"Merton, Lambeth"
35690488,2,"Merton, Wandsworth"
38627538,2,"Merton, Wandsworth"
21133079,2,"Merton, Wandsworth"
6488465,2,"Merton, Southwark"
31836943,2,"Merton, Southwark"
36643461,2,"Merton, Wandsworth"
1954988,2,"Merton, Wandsworth"
42748081,2,"Merton, Wandsworth"
97743864,2,"Merton, Westminster"
2719822,2,"Merton, Wandsworth"
9886126,2,"Merton, Wandsworth"
87234517,2,"Merton, Wandsworth"
216841452,2,"Merton, Islington"
124183909,2,"Merton, Wandsworth"
98382419,2,"Merton, Wandsworth"
22500293,2,"Merton, Wandsworth"
7604615,2,"Merton, Wandsworth"
506680,2,"Merton, Wandsworth"
35176812,2,"Merton, Wandsworth"
36845435,2,"Merton, Westminster"
22024277,2,"Merton, Kensington_and_Chelsea"
41633333,2,"Barnet, Camden"
6977302,2,"Barnet, Southwark"
69083203,2,"Barnet, Westminster"
82986434,2,"Barnet, Westminster"
37979616,2,"Barnet, Tower_Hamlets"
6175248,2,"Barnet, Wandsworth"
130413079,2,"Barnet, Westminster"
132853716,2,"Barnet, Camden"
64995499,2,"Barnet, Camden"
129414545,2,"Barnet, Islington"
21463008,2,"Barnet, Westminster"
37504333,2,"Barnet, Westminster"
90277845,2,"Barnet, Southwark"
95539517,2,"Barnet, Tower_Hamlets"
81617053,2,"Barnet, Camden"
17453098,2,"Barnet, Camden"
185130544,2,"Barnet, Westminster"
18988852,2,"Barnet, Southwark"
160286641,2,"Barnet, Tower_Hamlets"
28549500,2,"Barnet, Westminster"
8499620,2,"Barnet, Hammersmith_and_Fulham"
196685114,2,"Barnet, Camden"
238301111,2,"Barnet, Islington"
223329904,2,"Barnet, Westminster"
231266159,2,"Barnet, Westminster"
15222435,2,"Barnet, Islington"
41458996,2,"Barnet, Camden"
17862228,2,"Barnet, Camden"
4224824,2,"Greenwich, Tower_Hamlets"
76201523,2,"Greenwich, Tower_Hamlets"
20325559,2,"Greenwich, Islington"
72126189,2,"Greenwich, Tower_Hamlets"
44618273,2,"Greenwich, Westminster"
40153345,2,"Greenwich, Southwark"
9924788,2,"Greenwich, Tower_Hamlets"
9240658,2,"Greenwich, Tower_Hamlets"
146103192,2,"Greenwich, Hammersmith_and_Fulham"
12291293,2,"Greenwich, Southwark"
14443313,2,"Greenwich, Southwark"
7933107,2,"Greenwich, Southwark"
185837214,2,"Greenwich, Wandsworth"
156025839,2,"Greenwich, Camden"
42765585,2,"Greenwich, Tower_Hamlets"
43648042,2,"Greenwich, Westminster"
211088629,2,"Greenwich, Tower_Hamlets"
218202905,2,"Greenwich, Southwark"
98716726,2,"Greenwich, Westminster"
7469815,2,"Greenwich, Lambeth"
21455826,2,"Greenwich, Southwark"
110980809,2,"Greenwich, Lambeth"
58977643,2,"Greenwich, Lambeth"
93759318,2,"Greenwich, Tower_Hamlets"
265438243,2,"Greenwich, Southwark"
3694937,2,"Greenwich, Southwark"
28444620,2,"Greenwich, Tower_Hamlets"
3217459,2,"Greenwich, Camden"
6318925,2,"Ealing, Hammersmith_and_Fulham"
66715692,2,"Ealing, Hammersmith_and_Fulham"
6882329,2,"Ealing, Kensington_and_Chelsea"
88112967,2,"Ealing, Kensington_and_Chelsea"
58687144,2,"Ealing, Hammersmith_and_Fulham"
97366090,2,"Ealing, Hammersmith_and_Fulham"
2298412,2,"Ealing, Westminster"
16999020,2,"Ealing, Westminster"
3739313,2,"Ealing, Hammersmith_and_Fulham"
36948057,2,"Ealing, Westminster"
60276291,2,"Ealing, Southwark"
157610816,2,"Ealing, Hammersmith_and_Fulham"
57359823,2,"Ealing, Hammersmith_and_Fulham"
110653225,2,"Ealing, Hammersmith_and_Fulham"
12261256,2,"Ealing, Westminster"
18133246,2,"Ealing, Hammersmith_and_Fulham"
194712029,2,"Ealing, Westminster"
156429426,2,"Ealing, Hammersmith_and_Fulham"
30396011,2,"Ealing, Hammersmith_and_Fulham"
150727621,2,"Ealing, Hammersmith_and_Fulham"
66005856,2,"Ealing, Tower_Hamlets"
20014555,2,"Ealing, Hammersmith_and_Fulham"
10797574,2,"Ealing, Hammersmith_and_Fulham"
11955032,2,"Ealing, Camden"
236165182,2,"Ealing, Hammersmith_and_Fulham"
204192855,2,"Ealing, Hammersmith_and_Fulham"
1806594,2,"Ealing, Kensington_and_Chelsea"
209236576,2,"Ealing, Hammersmith_and_Fulham"
117409644,2,"Ealing, Westminster"
34686062,2,"Ealing, Hammersmith_and_Fulham"
1908992,2,"Ealing, Lambeth"
16471460,2,"Ealing, Hammersmith_and_Fulham"
36950764,2,"Ealing, Camden"
47185367,2,"Ealing, Kensington_and_Chelsea"
15754476,2,"Ealing, Hackney"
69853791,2,"Newham, Tower_Hamlets"
56104,2,"Newham, Camden"
18371977,2,"Newham, Tower_Hamlets"
85525912,2,"Newham, Tower_Hamlets"
13840941,2,"Newham, Islington"
2272296,2,"Newham, Tower_Hamlets"
