host,boroughCount,boroughs
6712883,2,"Newham, Hackney"
112837420,2,"Newham, Tower_Hamlets"
135166546,2,"Newham, Tower_Hamlets"
8747584,2,"Newham, Hackney"
7954041,2,"Newham, Southwark"
14171550,2,"Newham, Tower_Hamlets"
185830839,2,"Newham, Tower_Hamlets"
99203458,2,"Newham, Tower_Hamlets"
42456753,2,"Newham, Tower_Hamlets"
195223790,2,"Newham, Tower_Hamlets"
142448518,2,"Newham, Tower_Hamlets"
33657365,2,"Newham, Tower_Hamlets"
1602839,2,"Newham, Tower_Hamlets"
213343423,2,"Newham, Tower_Hamlets"
39827940,2,"Newham, Tower_Hamlets"
180857400,2,"Newham, Camden"
153672910,2,"Newham, Tower_Hamlets"
222538396,2,"Newham, Wandsworth"
227795479,2,"Newham, Tower_Hamlets"
229273795,2,"Newham, Westminster"
124853723,2,"Newham, Camden"
150998393,2,"Newham, Tower_Hamlets"
227700884,2,"Newham, Wandsworth"
6918494,2,"Newham, Westminster"
178599005,2,"Newham, Tower_Hamlets"
107689134,2,"Newham, Westminster"
65910760,2,"Newham, Tower_Hamlets"
84682616,2,"Newham, Tower_Hamlets"
110034443,2,"Newham, Tower_Hamlets"
213144640,2,"Newham, Islington"
45985758,2,"Newham, Tower_Hamlets"
48894093,2,"Newham, Tower_Hamlets"
49316540,2,"Newham, Westminster"
272799077,2,"Newham, Tower_Hamlets"
273428756,2,"Newham, Tower_Hamlets"
32251174,2,"Newham, Camden"
223384034,2,"Newham, Tower_Hamlets"
28576492,2,"Newham, Hackney"
47454492,2,"Newham, Wandsworth"
3254049,2,"Haringey, Hackney"
8051747,2,"Haringey, Hackney"
21902938,2,"Haringey, Camden"
31712697,2,"Haringey, Tower_Hamlets"
8512048,2,"Haringey, Islington"
92866430,2,"Haringey, Camden"
50400563,2,"Haringey, Kensington_and_Chelsea"
47887561,2,"Haringey, Islington"
43870330,2,"Haringey, Islington"
21477032,2,"Haringey, Tower_Hamlets"
10302218,2,"Haringey, Camden"
44181175,2,"Haringey, Hackney"
3497560,2,"Haringey, Hackney"
17939749,2,"Haringey, Westminster"
38283091,2,"Haringey, Southwark"
40284837,2,"Haringey, Westminster"
130889702,2,"Haringey, Tower_Hamlets"
208329268,2,"Haringey, Islington"
207612711,2,"Haringey, Westminster"
215666346,2,"Haringey, Hackney"
55309822,2,"Haringey, Tower_Hamlets"
231142817,2,"Haringey, Westminster"
14096542,2,"Haringey, Wandsworth"
71937679,2,"Haringey, Hackney"
235409970,2,"Haringey, Hackney"
72432957,2,"Haringey, Lambeth"
198424387,2,"Haringey, Hammersmith_and_Fulham"
252145424,2,"Haringey, Islington"
99940779,2,"Haringey, Hackney"
12754357,2,"Haringey, Westminster"
7366484,2,"Haringey, Islington"
85666129,2,"Haringey, Islington"
28300304,2,"Haringey, Hackney"
13402224,2,"Haringey, Islington"
131322692,2,"Haringey, Islington"
48584117,2,"Haringey, Hackney"
7160999,2,"Haringey, Islington"
7361844,2,"Haringey, Islington"
27208400,2,"Haringey, Tower_Hamlets"
8636961,2,"Haringey, Hackney"
33291130,2,"Lewisham, Lambeth"
10895641,2,"Lewisham, Southwark"
1482955,2,"Lewisham, Westminster"
5559164,2,"Lewisham, Tower_Hamlets"
25108004,2,"Lewisham, Tower_Hamlets"
5900613,2,"Lewisham, Hackney"
143935725,2,"Lewisham, Islington"
131287106,2,"Lewisham, Southwark"
77406573,2,"Lewisham, Southwark"
2862022,2,"Lewisham, Southwark"
7413212,2,"Lewisham, Hammersmith_and_Fulham"
100534638,2,"Lewisham, Southwark"
5660292,2,"Lewisham, Southwark"
4511944,2,"Lewisham, Southwark"
182552213,2,"Lewisham, Southwark"
61524904,2,"Lewisham, Westminster"
88455206,2,"Lewisham, Southwark"
76378246,2,"Lewisham, Southwark"
1438437,2,"Lewisham, Southwark"
213518573,2,"Lewisham, Southwark"
2334345,2,"Lewisham, Hackney"
90008957,2,"Lewisham, Southwark"
107639360,2,"Lewisham, Southwark"
68901113,2,"Lewisham, Tower_Hamlets"
58767616,2,"Lewisham, Tower_Hamlets"
12231369,2,"Lewisham, Southwark"
250071424,2,"Lewisham, Southwark"
273538155,2,"Lewisham, Southwark"
3026698,2,"Lewisham, Hammersmith_and_Fulham"
31399710,2,"Lewisham, Westminster"
33010244,2,"Lewisham, Lambeth"
34733244,2,"Lewisham, Islington"
27921503,2,"Lewisham, Southwark"
28930849,2,"Brent, Lambeth"
17624809,2,"Brent, Kensington_and_Chelsea"
67426443,2,"Brent, Camden"
74476876,2,"Brent, Islington"
41653416,2,"Brent, Camden"
10321483,2,"Brent, Hammersmith_and_Fulham"
42196342,2,"Brent, Westminster"
5471237,2,"Brent, Kensington_and_Chelsea"
9537730,2,"Brent, Westminster"
82061647,2,"Brent, Camden"
36730550,2,"Brent, Kensington_and_Chelsea"
9426008,2,"Brent, Westminster"
2219804,2,"Brent, Westminster"
73726617,2,"Brent, Camden"
8766191,2,"Brent, Westminster"
87868427,2,"Brent, Camden"
84065638,2,"Brent, Westminster"
4138187,2,"Brent, Kensington_and_Chelsea"
130442732,2,"Brent, Camden"
10431475,2,"Brent, Camden"
27909291,2,"Brent, Westminster"
1139308,2,"Brent, Wandsworth"
8387816,2,"Brent, Kensington_and_Chelsea"
158029757,2,"Brent, Camden"
20716669,2,"Brent, Kensington_and_Chelsea"
87586246,2,"Brent, Camden"
124415661,2,"Brent, Hammersmith_and_Fulham"
6436429,2,"Brent, Westminster"
6387534,2,"Brent, Hammersmith_and_Fulham"
173623390,2,"Brent, Westminster"
4086714,2,"Brent, Camden"
8239621,2,"Brent, Camden"
15150818,2,"Brent, Camden"
58055229,2,"Brent, Westminster"
185539980,2,"Brent, Westminster"
20620588,2,"Brent, Kensington_and_Chelsea"
57166466,2,"Brent, Westminster"
133035946,2,"Brent, Lambeth"
217272417,2,"Brent, Westminster"
41558011,2,"Brent, Southwark"
237086386,2,"Brent, Hammersmith_and_Fulham"
239458748,2,"Brent, Camden"
120644707,2,"Brent, Tower_Hamlets"
203310603,2,"Brent, Westminster"
61550170,2,"Brent, Westminster"
227028679,2,"Brent, Hammersmith_and_Fulham"
246247716,2,"Brent, Kensington_and_Chelsea"
87685572,2,"Brent, Westminster"
181996240,2,"Brent, Lambeth"
32405435,2,"Brent, Camden"
14238741,2,"Brent, Hammersmith_and_Fulham"
260062909,2,"Brent, Camden"
65799990,2,"Brent, Westminster"
212073692,2,"Brent, Islington"
12350932,2,"Brent, Westminster"
245525538,2,"Brent, Camden"
272875819,2,"Brent, Kensington_and_Chelsea"
25979930,2,"Brent, Camden"
31155883,2,"Brent, Hammersmith_and_Fulham"
4038832,2,"Brent, Westminster"
56374442,2,"Hammersmith_and_Fulham, Wandsworth"
24292972,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
27527734,2,"Hammersmith_and_Fulham, Tower_Hamlets"
3723289,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
52518044,2,"Hammersmith_and_Fulham, Wandsworth"
10207220,2,"Hammersmith_and_Fulham, Lambeth"
7541130,2,"Hammersmith_and_Fulham, Islington"
91249905,2,"Hammersmith_and_Fulham, Wandsworth"
36743491,2,"Hammersmith_and_Fulham, Wandsworth"
19322410,2,"Hammersmith_and_Fulham, Westminster"
22322810,2,"Hammersmith_and_Fulham, Wandsworth"
505353,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
22320595,2,"Hammersmith_and_Fulham, Westminster"
68208776,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
18894615,2,"Hammersmith_and_Fulham, Wandsworth"
60726162,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
105943673,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
34687832,2,"Hammersmith_and_Fulham, Camden"
22837899,2,"Hammersmith_and_Fulham, Hackney"
129398164,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
2807665,2,"Hammersmith_and_Fulham, Camden"
10032879,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
20154659,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
144778097,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
7820774,2,"Hammersmith_and_Fulham, Westminster"
157759941,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
104771301,2,"Hammersmith_and_Fulham, Westminster"
70300443,2,"Hammersmith_and_Fulham, Lambeth"
148229339,2,"Hammersmith_and_Fulham, Lambeth"
29549588,2,"Hammersmith_and_Fulham, Westminster"
31091337,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
71263781,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
162573649,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
114329917,2,"Hammersmith_and_Fulham, Westminster"
16280212,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
136482864,2,"Hammersmith_and_Fulham, Camden"
66116139,2,"Hammersmith_and_Fulham, Camden"
7547026,2,"Hammersmith_and_Fulham, Westminster"
78595071,2,"Hammersmith_and_Fulham, Tower_Hamlets"
6401472,2,"Hammersmith_and_Fulham, Lambeth"
27421077,2,"Hammersmith_and_Fulham, Lambeth"
2769968,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
84833745,2,"Hammersmith_and_Fulham, Camden"
195127495,2,"Hammersmith_and_Fulham, Westminster"
9846855,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
200098060,2,"Hammersmith_and_Fulham, Westminster"
39470410,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
13697741,2,"Hammersmith_and_Fulham, Lambeth"
201301401,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
205946612,2,"Hammersmith_and_Fulham, Westminster"
82812494,2,"Hammersmith_and_Fulham, Westminster"
213026636,2,"Hammersmith_and_Fulham, Lambeth"
2659050,2,"Hammersmith_and_Fulham, Islington"
22250818,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
12565141,2,"Hammersmith_and_Fulham, Wandsworth"
216065761,2,"Hammersmith_and_Fulham, Wandsworth"
113228727,2,"Hammersmith_and_Fulham, Wandsworth"
172612519,2,"Hammersmith_and_Fulham, Westminster"
60995869,2,"Hammersmith_and_Fulham, Westminster"
27405122,2,"Hammersmith_and_Fulham, Westminster"
220978054,2,"Hammersmith_and_Fulham, Camden"
188278470,2,"Hammersmith_and_Fulham, Tower_Hamlets"
30523427,2,"Hammersmith_and_Fulham, Westminster"
54386473,2,"Hammersmith_and_Fulham, Westminster"
228507575,2,"Hammersmith_and_Fulham, Islington"
127876181,2,"Hammersmith_and_Fulham, Wandsworth"
47504710,2,"Hammersmith_and_Fulham, Wandsworth"
223311103,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
215035172,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
79959090,2,"Hammersmith_and_Fulham, Westminster"
16812101,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
49170765,2,"Hammersmith_and_Fulham, Lambeth"
41572178,2,"Hammersmith_and_Fulham, Tower_Hamlets"
173664200,2,"Hammersmith_and_Fulham, Camden"
4544731,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
235021417,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
230350247,2,"Hammersmith_and_Fulham, Tower_Hamlets"
87473341,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
128708097,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
255809164,2,"Hammersmith_and_Fulham, Islington"
253835343,2,"Hammersmith_and_Fulham, Westminster"
5281536,2,"Hammersmith_and_Fulham, Tower_Hamlets"
116190973,2,"Hammersmith_and_Fulham, Lambeth"
219700437,2,"Hammersmith_and_Fulham, Tower_Hamlets"
257733503,2,"Hammersmith_and_Fulham, Southwark"
19207260,2,"Hammersmith_and_Fulham, Southwark"
1907422,2,"Hammersmith_and_Fulham, Hackney"
260115953,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
119226808,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
234965902,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
229057559,2,"Hammersmith_and_Fulham, Islington"
15353323,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
16364279,2,"Hammersmith_and_Fulham, Westminster"
196429482,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
10199318,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
4787208,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
10290477,2,"Hammersmith_and_Fulham, Lambeth"
24851572,2,"Hammersmith_and_Fulham, Westminster"
26103207,2,"Hammersmith_and_Fulham, Wandsworth"
2229160,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
9054223,2,"Hammersmith_and_Fulham, Wandsworth"
38057031,2,"Hammersmith_and_Fulham, Kensington_and_Chelsea"
35902113,2,"Hammersmith_and_Fulham, Westminster"
2294295,2,"Hammersmith_and_Fulham, Wandsworth"
10505514,2,"Hammersmith_and_Fulham, Wandsworth"
569485,2,"Hammersmith_and_Fulham, Tower_Hamlets"
3661951,2,"Hammersmith_and_Fulham, Westminster"
32176702,2,"Wandsworth, Lambeth"
42868684,2,"Wandsworth, Tower_Hamlets"
35302377,2,"Wandsworth, Lambeth"
73069195,2,"Wandsworth, Southwark"
42313622,2,"Wandsworth, Camden"
34044060,2,"Wandsworth, Lambeth"
87791326,2,"Wandsworth, Lambeth"
14690500,2,"Wandsworth, Southwark"
99857523,2,"Wandsworth, Kensington_and_Chelsea"
107125873,2,"Wandsworth, Hackney"
91964248,2,"Wandsworth, Lambeth"
24524003,2,"Wandsworth, Westminster"
36197606,2,"Wandsworth, Kensington_and_Chelsea"
121020000,2,"Wandsworth, Kensington_and_Chelsea"
124193432,2,"Wandsworth, Lambeth"
125155562,2,"Wandsworth, Lambeth"
871182,2,"Wandsworth, Lambeth"
52746913,2,"Wandsworth, Kensington_and_Chelsea"
20920112,2,"Wandsworth, Westminster"
15487631,2,"Wandsworth, Lambeth"
1589150,2,"Wandsworth, Lambeth"
51479631,2,"Wandsworth, Westminster"
15690702,2,"Wandsworth, Westminster"
24083288,2,"Wandsworth, Tower_Hamlets"
1944986,2,"Wandsworth, Lambeth"
1553252,2,"Wandsworth, Lambeth"
141653979,2,"Wandsworth, Lambeth"
162355528,2,"Wandsworth, Kensington_and_Chelsea"
132377769,2,"Wandsworth, Lambeth"
15316850,2,"Wandsworth, Westminster"
98629531,2,"Wandsworth, Lambeth"
91831842,2,"Wandsworth, Tower_Hamlets"
8507380,2,"Wandsworth, Westminster"
174401836,2,"Wandsworth, Kensington_and_Chelsea"
30160044,2,"Wandsworth, Westminster"
668617,2,"Wandsworth, Westminster"
70311981,2,"Wandsworth, Lambeth"
206090844,2,"Wandsworth, Hackney"
206341269,2,"Wandsworth, Tower_Hamlets"
7232822,2,"Wandsworth, Kensington_and_Chelsea"
11736183,2,"Wandsworth, Westminster"
186317165,2,"Wandsworth, Camden"
155053619,2,"Wandsworth, Kensington_and_Chelsea"
52806099,2,"Wandsworth, Lambeth"
21241056,2,"Wandsworth, Lambeth"
19494073,2,"Wandsworth, Islington"
214317522,2,"Wandsworth, Lambeth"
224599282,2,"Wandsworth, Lambeth"
63217499,2,"Wandsworth, Lambeth"
77088258,2,"Wandsworth, Westminster"
3543309,2,"Wandsworth, Lambeth"
50031020,2,"Wandsworth, Lambeth"
6565471,2,"Wandsworth, Lambeth"
105758752,2,"Wandsworth, Westminster"
194879166,2,"Wandsworth, Westminster"
153291643,2,"Wandsworth, Camden"
28042054,2,"Wandsworth, Lambeth"
258976089,2,"Wandsworth, Hackney"
43290126,2,"Wandsworth, Lambeth"
42755215,2,"Wandsworth, Camden"
256382070,2,"Wandsworth, Kensington_and_Chelsea"
264461726,2,"Wandsworth, Islington"
24311463,2,"Wandsworth, Kensington_and_Chelsea"
1123328,2,"Wandsworth, Kensington_and_Chelsea"
49202652,2,"Wandsworth, Tower_Hamlets"
1429305,2,"Wandsworth, Westminster"
23841281,2,"Wandsworth, Lambeth"
28234330,2,"Wandsworth, Westminster"
973599,2,"Wandsworth, Kensington_and_Chelsea"
11872025,2,"Wandsworth, Tower_Hamlets"
36641258,2,"Wandsworth, Westminster"
37607911,2,"Lambeth, Hackney"
11249260,2,"Lambeth, Hackney"
59643716,2,"Lambeth, Westminster"
3076386,2,"Lambeth, Tower_Hamlets"
2236571,2,"Lambeth, Kensington_and_Chelsea"
26337596,2,"Lambeth, Hackney"
10538721,2,"Lambeth, Camden"
8504722,2,"Lambeth, Southwark"
89059557,2,"Lambeth, Southwark"
39682103,2,"Lambeth, Tower_Hamlets"
24375228,2,"Lambeth, Westminster"
102127106,2,"Lambeth, Kensington_and_Chelsea"
42936959,2,"Lambeth, Southwark"
108128775,2,"Lambeth, Southwark"
110157947,2,"Lambeth, Southwark"
47170742,2,"Lambeth, Southwark"
67890422,2,"Lambeth, Southwark"
40229595,2,"Lambeth, Southwark"
71711599,2,"Lambeth, Southwark"
2346254,2,"Lambeth, Southwark"
1358673,2,"Lambeth, Westminster"
99603629,2,"Lambeth, Westminster"
4182982,2,"Lambeth, Camden"
86658575,2,"Lambeth, Westminster"
781429,2,"Lambeth, Hackney"
74303465,2,"Lambeth, Kensington_and_Chelsea"
140487880,2,"Lambeth, Southwark"
7017012,2,"Lambeth, Hackney"
6836041,2,"Lambeth, Kensington_and_Chelsea"
13026247,2,"Lambeth, Southwark"
24336282,2,"Lambeth, Camden"
47237234,2,"Lambeth, Kensington_and_Chelsea"
140127981,2,"Lambeth, Westminster"
35869787,2,"Lambeth, Westminster"
27483219,2,"Lambeth, Camden"
156443912,2,"Lambeth, Westminster"
39694793,2,"Lambeth, Southwark"
161304755,2,"Lambeth, Southwark"
5796811,2,"Lambeth, Kensington_and_Chelsea"
145764988,2,"Lambeth, Tower_Hamlets"
555427,2,"Lambeth, Southwark"
182162706,2,"Lambeth, Kensington_and_Chelsea"
78763244,2,"Lambeth, Tower_Hamlets"
187338457,2,"Lambeth, Westminster"
143270688,2,"Lambeth, Southwark"
183307648,2,"Lambeth, Westminster"
23109701,2,"Lambeth, Southwark"
58811866,2,"Lambeth, Kensington_and_Chelsea"
194755682,2,"Lambeth, Islington"
3658699,2,"Lambeth, Westminster"
42961040,2,"Lambeth, Southwark"
42492023,2,"Lambeth, Islington"
214964923,2,"Lambeth, Westminster"
21606614,2,"Lambeth, Tower_Hamlets"
220098180,2,"Lambeth, Southwark"
222275307,2,"Lambeth, Westminster"
147889584,2,"Lambeth, Westminster"
5221409,2,"Lambeth, Camden"
22522056,2,"Lambeth, Kensington_and_Chelsea"
127518047,2,"Lambeth, Westminster"
151793506,2,"Lambeth, Westminster"
62892356,2,"Lambeth, Westminster"
177781035,2,"Lambeth, Tower_Hamlets"
4280203,2,"Lambeth, Westminster"
213166452,2,"Lambeth, Tower_Hamlets"
8634111,2,"Lambeth, Southwark"
5771395,2,"Lambeth, Westminster"
230168806,2,"Lambeth, Tower_Hamlets"
215432520,2,"Lambeth, Westminster"
91459644,2,"Lambeth, Westminster"
259390413,2,"Lambeth, Camden"
217562650,2,"Lambeth, Islington"
37439257,2,"Lambeth, Westminster"
227474937,2,"Lambeth, Kensington_and_Chelsea"
224944225,2,"Lambeth, Westminster"
254316603,2,"Lambeth, Camden"
84906732,2,"Lambeth, Southwark"
43566360,2,"Lambeth, Westminster"
50590336,2,"Lambeth, Southwark"
274254068,2,"Lambeth, Westminster"
1857893,2,"Lambeth, Tower_Hamlets"
2198436,2,"Lambeth, Westminster"
2962513,2,"Lambeth, Tower_Hamlets"
2798276,2,"Lambeth, Southwark"
2779363,2,"Lambeth, Southwark"
32118392,2,"Lambeth, Southwark"
215053,2,"Southwark, Hackney"
6987866,2,"Southwark, Tower_Hamlets"
4461562,2,"Southwark, Camden"
13114795,2,"Southwark, Islington"
61995499,2,"Southwark, Tower_Hamlets"
21565389,2,"Southwark, Camden"
75625062,2,"Southwark, Westminster"
19804268,2,"Southwark, Tower_Hamlets"
116194622,2,"Southwark, Westminster"
9224702,2,"Southwark, Islington"
128208601,2,"Southwark, Islington"
95964893,2,"Southwark, Camden"
83898321,2,"Southwark, Tower_Hamlets"
124404743,2,"Southwark, Camden"
25853267,2,"Southwark, Tower_Hamlets"
47402672,2,"Southwark, Westminster"
49687258,2,"Southwark, Islington"
62293087,2,"Southwark, Tower_Hamlets"
28168905,2,"Southwark, Tower_Hamlets"
73163546,2,"Southwark, Westminster"
152230166,2,"Southwark, Camden"
127139160,2,"Southwark, Westminster"
166516719,2,"Southwark, Islington"
18076473,2,"Southwark, Camden"
72566565,2,"Southwark, Westminster"
153866933,2,"Southwark, Westminster"
137688053,2,"Southwark, Tower_Hamlets"
6146502,2,"Southwark, Tower_Hamlets"
19432211,2,"Southwark, Westminster"
167418,2,"Southwark, Hackney"
94159098,2,"Southwark, Kensington_and_Chelsea"
10724585,2,"Southwark, Tower_Hamlets"
37674127,2,"Southwark, Westminster"
31094776,2,"Southwark, Hackney"
252252320,2,"Southwark, Kensington_and_Chelsea"
118826209,2,"Southwark, Tower_Hamlets"
13614233,2,"Southwark, Westminster"
16554414,2,"Southwark, Tower_Hamlets"
21945651,2,"Southwark, Westminster"
265994288,2,"Southwark, Tower_Hamlets"
51982020,2,"Southwark, Westminster"
22605613,2,"Southwark, Tower_Hamlets"
4238453,2,"Southwark, Islington"
18143025,2,"Southwark, Islington"
1674188,2,"Islington, Westminster"
11650014,2,"Islington, Hackney"
47003701,2,"Islington, Camden"
31893506,2,"Islington, Hackney"
11088597,2,"Islington, Hackney"
2046845,2,"Islington, Westminster"
6561185,2,"Islington, Hackney"
1765164,2,"Islington, Hackney"
49195239,2,"Islington, Hackney"
54730,2,"Islington, Hackney"
26126457,2,"Islington, Hackney"
3779475,2,"Islington, Westminster"
82035248,2,"Islington, Hackney"
2879795,2,"Islington, Camden"
28567008,2,"Islington, Westminster"
96133870,2,"Islington, Westminster"
96270773,2,"Islington, Hackney"
8297457,2,"Islington, Westminster"
2181526,2,"Islington, Camden"
66442818,2,"Islington, Camden"
1297283,2,"Islington, Kensington_and_Chelsea"
62368024,2,"Islington, Camden"
105908099,2,"Islington, Camden"
7736553,2,"Islington, Hackney"
41668021,2,"Islington, Westminster"
5264907,2,"Islington, Westminster"
18825280,2,"Islington, Camden"
42470086,2,"Islington, Camden"
2730552,2,"Islington, Tower_Hamlets"
114041206,2,"Islington, Tower_Hamlets"
5541741,2,"Islington, Camden"
24631975,2,"Islington, Tower_Hamlets"
124206144,2,"Islington, Camden"
17036801,2,"Islington, Hackney"
2440352,2,"Islington, Camden"
103671863,2,"Islington, Camden"
9046786,2,"Islington, Hackney"
139301171,2,"Islington, Hackney"
79714461,2,"Islington, Camden"
2125123,2,"Islington, Hackney"
4891291,2,"Islington, Westminster"
13791097,2,"Islington, Camden"
141150995,2,"Islington, Camden"
10511615,2,"Islington, Hackney"
38477447,2,"Islington, Kensington_and_Chelsea"
4505069,2,"Islington, Westminster"
45608108,2,"Islington, Camden"
151892925,2,"Islington, Camden"
57248395,2,"Islington, Camden"
3503937,2,"Islington, Tower_Hamlets"
128605155,2,"Islington, Tower_Hamlets"
2200205,2,"Islington, Hackney"
1868489,2,"Islington, Tower_Hamlets"
60406543,2,"Islington, Camden"
144610956,2,"Islington, Camden"
63630947,2,"Islington, Camden"
1504322,2,"Islington, Westminster"
25144450,2,"Islington, Tower_Hamlets"
118828145,2,"Islington, Westminster"
169885461,2,"Islington, Hackney"
196344680,2,"Islington, Camden"
196551432,2,"Islington, Camden"
124359784,2,"Islington, Westminster"
20110339,2,"Islington, Camden"
5147193,2,"Islington, Camden"
608373,2,"Islington, Camden"
5375403,2,"Islington, Camden"
186993140,2,"Islington, Camden"
210427307,2,"Islington, Camden"
15256836,2,"Islington, Tower_Hamlets"
30273169,2,"Islington, Camden"
3954308,2,"Islington, Westminster"
59874232,2,"Islington, Westminster"
216550961,2,"Islington, Hackney"
14831321,2,"Islington, Hackney"
70494406,2,"Islington, Hackney"
45508183,2,"Islington, Camden"
2603114,2,"Islington, Westminster"
162981508,2,"Islington, Hackney"
61664856,2,"Islington, Camden"
58301821,2,"Islington, Hackney"
227144138,2,"Islington, Camden"
71528423,2,"Islington, Hackney"
117951723,2,"Islington, Tower_Hamlets"
192898144,2,"Islington, Hackney"
200433291,2,"Islington, Kensington_and_Chelsea"
218588759,2,"Islington, Westminster"
1672550,2,"Islington, Hackney"
44052614,2,"Islington, Hackney"
11847855,2,"Islington, Camden"
237147488,2,"Islington, Hackney"
5969878,2,"Islington, Tower_Hamlets"
243450366,2,"Islington, Hackney"
57619117,2,"Islington, Hackney"
230395222,2,"Islington, Westminster"
245940149,2,"Islington, Hackney"
1898279,2,"Islington, Camden"
3624229,2,"Islington, Tower_Hamlets"
49155934,2,"Islington, Camden"
60737283,2,"Islington, Camden"
19989860,2,"Islington, Camden"
45092292,2,"Islington, Camden"
257772935,2,"Islington, Hackney"
258469655,2,"Islington, Camden"
25423352,2,"Islington, Tower_Hamlets"
254492924,2,"Islington, Camden"
260550721,2,"Islington, Camden"
145508863,2,"Islington, Camden"
207324634,2,"Islington, Camden"
49354746,2,"Islington, Tower_Hamlets"
1811471,2,"Islington, Hackney"
60812445,2,"Islington, Camden"
43478396,2,"Islington, Westminster"
1286248,2,"Islington, Hackney"
154809854,2,"Islington, Kensington_and_Chelsea"
223553124,2,"Islington, Camden"
54790939,2,"Islington, Westminster"
273849180,2,"Islington, Camden"
18126408,2,"Islington, Kensington_and_Chelsea"
18799502,2,"Islington, Hackney"
21451738,2,"Islington, Camden"
2124088,2,"Islington, Hackney"
2666480,2,"Islington, Camden"
25252772,2,"Islington, Camden"
510363,2,"Islington, Kensington_and_Chelsea"
35754291,2,"Islington, Tower_Hamlets"
16937720,2,"Islington, Tower_Hamlets"
7088358,2,"Islington, Hackney"
4999188,2,"Islington, Hackney"
24530661,2,"Islington, Camden"
13106574,2,"Islington, Tower_Hamlets"
9559895,2,"Islington, Camden"
1027094,2,"Islington, Tower_Hamlets"
26731756,2,"Islington, Westminster"
3397436,2,"Islington, Camden"
50818241,2,"Islington, Hackney"
51910018,2,"Kensington_and_Chelsea, Camden"
5966390,2,"Kensington_and_Chelsea, Westminster"
493276,2,"Kensington_and_Chelsea, Westminster"
57088420,2,"Kensington_and_Chelsea, Camden"
9917446,2,"Kensington_and_Chelsea, Camden"
13916269,2,"Kensington_and_Chelsea, Westminster"
21129445,2,"Kensington_and_Chelsea, Westminster"
40696728,2,"Kensington_and_Chelsea, Tower_Hamlets"
1444493,2,"Kensington_and_Chelsea, Westminster"
41732546,2,"Kensington_and_Chelsea, Westminster"
3714277,2,"Kensington_and_Chelsea, Camden"
31066062,2,"Kensington_and_Chelsea, Westminster"
12049206,2,"Kensington_and_Chelsea, Westminster"
70559928,2,"Kensington_and_Chelsea, Camden"
70617842,2,"Kensington_and_Chelsea, Camden"
80632481,2,"Kensington_and_Chelsea, Westminster"
16490987,2,"Kensington_and_Chelsea, Camden"
6718950,2,"Kensington_and_Chelsea, Westminster"
96409738,2,"Kensington_and_Chelsea, Westminster"
96649754,2,"Kensington_and_Chelsea, Westminster"
14465076,2,"Kensington_and_Chelsea, Hackney"
648727,2,"Kensington_and_Chelsea, Camden"
102838303,2,"Kensington_and_Chelsea, Westminster"
32789777,2,"Kensington_and_Chelsea, Westminster"
65216928,2,"Kensington_and_Chelsea, Westminster"
86586745,2,"Kensington_and_Chelsea, Westminster"
71307600,2,"Kensington_and_Chelsea, Westminster"
116666068,2,"Kensington_and_Chelsea, Camden"
50392824,2,"Kensington_and_Chelsea, Westminster"
18097574,2,"Kensington_and_Chelsea, Westminster"
78296828,2,"Kensington_and_Chelsea, Westminster"
31952109,2,"Kensington_and_Chelsea, Camden"
