level,boroughCount,avgPressureScore,avgIncome,avgHousePrice,avgPopDensity
High,11,0.6062934662860447,66690.0,626318.1818181818,114.30909090909091
Low,11,0.09190371244608783,46357.27272727273,295318.1818181818,40.71818181818182
Medium,11,0.23607960421091134,47765.454545454544,365450.0,65.80000000000001
