listing,listingName,borough,airbnbScore,housingScore,latitude,longitude,price,reviews
12351637,"Bright, light, clean 1 bed flat!",Southwark,0.4141162869279948,0.6744046577955469,51.46179,-0.0716,62.0,0.38
12372741,2 bed flat in London Rotherhithe,Southwark,0.4141162869279948,0.6744046577955469,51.50404,-0.04513,110.0,0.55
12386580,Modern central apartment,Southwark,0.4141162869279948,0.6744046577955469,51.47973,-0.08914,100.0,0.18
12407978,Borough Station Apartment,Southwark,0.4141162869279948,0.6744046577955469,51.50243,-0.09591,140.0,1.0
12423140,Elephant & Castle se1,Southwark,0.4141162869279948,0.6744046577955469,51.49595,-0.10418,120.0,0.0
12462382,Central Family Riverside 3 bed 3 bath Home+Garden,Southwark,0.4141162869279948,0.6744046577955469,51.4999,-0.06832,185.0,0.03
12467129,Fantastic 5 bedroom family home in Central London,Southwark,0.4141162869279948,0.6744046577955469,51.4753,-0.09944,250.0,0.36
12526617,Charming 2 bedroom garden flat,Southwark,0.4141162869279948,0.6744046577955469,51.47122,-0.07921,80.0,0.22
12533320,Cozy one br flat in central London,Southwark,0.4141162869279948,0.6744046577955469,51.49512,-0.10289,150.0,0.03
12565697,"Victorian 3Bed Home w/Patio, 2mins to Stn",Southwark,0.4141162869279948,0.6744046577955469,51.49656,-0.10294,256.0,0.58
12638018,Lovely spacious airy room SE5,Southwark,0.4141162869279948,0.6744046577955469,51.47291,-0.09637,95.0,0.13
12646480,Stunning Tower Bridge Apt Sleeps 4,Southwark,0.4141162869279948,0.6744046577955469,51.49786,-0.08087,85.0,0.31
12709826,"Stunning view Flat, London.",Southwark,0.4141162869279948,0.6744046577955469,51.49484,-0.09834,69.0,0.0
12716038,Modern flat close to Tower Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.49492,-0.07539,115.0,1.22
12753036,Cosy 2BD Flat + Rooftop in Peckham!,Southwark,0.4141162869279948,0.6744046577955469,51.47576,-0.07349,88.0,1.19
12782147,Ground floor flat zone 1,Southwark,0.4141162869279948,0.6744046577955469,51.49176,-0.09361,40.0,0.08
12794896,Studio East Dulwich - with terrace,Southwark,0.4141162869279948,0.6744046577955469,51.44994,-0.07625,80.0,1.17
12842098,"Family friendly, sunny townhouse",Southwark,0.4141162869279948,0.6744046577955469,51.48995,-0.07417,180.0,0.47
12846088,"Fantastic 2 Bed Apartment Near Waterloo, Sleeps 6",Southwark,0.4141162869279948,0.6744046577955469,51.49833,-0.09625,114.0,2.16
12856204,Spacious Georgian style 2BR in Camberwell,Southwark,0.4141162869279948,0.6744046577955469,51.47688,-0.0989,100.0,1.11
12862532,Cozy studio in Central London,Southwark,0.4141162869279948,0.6744046577955469,51.48509,-0.10427,75.0,2.14
12862918,Light penthouse with stunning views,Southwark,0.4141162869279948,0.6744046577955469,51.42585,-0.07768,100.0,0.0
12863377,"Sunny, spacious, flat near Waterloo",Southwark,0.4141162869279948,0.6744046577955469,51.48624,-0.10485,93.0,0.11
1289385,Gorgeous 5 bed (4 dble) House garden parking,Southwark,0.4141162869279948,0.6744046577955469,51.47721,-0.07096,160.0,0.28
12903959,Lovely 4 bed East Dulwich family home,Southwark,0.4141162869279948,0.6744046577955469,51.45461,-0.07651,175.0,0.22
12911724,"Grand Victorian House in Leafy, Trendy Peckham",Southwark,0.4141162869279948,0.6744046577955469,51.47204,-0.07752,91.0,1.82
12918233,Stunning 2Bed Home with  2 Balconies in Camberwell,Southwark,0.4141162869279948,0.6744046577955469,51.48052,-0.08947,170.0,1.21
12939121,Our home in Peckham Rye,Southwark,0.4141162869279948,0.6744046577955469,51.46399,-0.06479,100.0,1.0
12958928,Modern 2bed 2bath with easy access to city centre,Southwark,0.4141162869279948,0.6744046577955469,51.48655,-0.08947,125.0,0.62
12977330,Luxury Apartment Tower Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.50003,-0.07343,95.0,0.0
13014483,Perfect apartment for 4-5 people in Tower Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.4983,-0.08105,139.0,0.49
13030541,"House with Hot Tub, 2stps from London Bridge!",Southwark,0.4141162869279948,0.6744046577955469,51.47051,-0.05724,75.0,0.05
13043789,"Well located, bright, spacious home",Southwark,0.4141162869279948,0.6744046577955469,51.47774,-0.09144,40.0,0.06
13049594,Incredibly located river-view flat,Southwark,0.4141162869279948,0.6744046577955469,51.50762,-0.10132,80.0,0.06
1305258,"Central, Arty & Cosy - Zone 1 - Bermondsey",Southwark,0.4141162869279948,0.6744046577955469,51.49715,-0.08222,72.0,0.88
13089989,"Characterful flat, private garden, Nunhead Peckham",Southwark,0.4141162869279948,0.6744046577955469,51.46816,-0.05301,40.0,0.03
13107794,AMAZING MODERN FLAT IN ZONE 1,Southwark,0.4141162869279948,0.6744046577955469,51.48899,-0.09661,75.0,0.03
13109987,Amazing 2 bedroom apartment in Tower Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.49829,-0.08064,199.0,0.08
13120798,"Stunning 2 bedroom apartment for 6-7, Southbank",Southwark,0.4141162869279948,0.6744046577955469,51.49738,-0.08248,199.0,0.55
13127559,The Old Dock House London,Southwark,0.4141162869279948,0.6744046577955469,51.5005,-0.05714,240.0,0.14
13133143,"3 bed flat, close to Tate Modern & Borough Market",Southwark,0.4141162869279948,0.6744046577955469,51.50234,-0.09575,200.0,0.54
13133290,2 Bed Flat in Central London!,Southwark,0.4141162869279948,0.6744046577955469,51.49056,-0.09581,100.0,0.54
13135018,Lovely 4 bed family hse Peckham Rye/East Dulwich,Southwark,0.4141162869279948,0.6744046577955469,51.46393,-0.07437,150.0,1.04
13137815,Modern and spacious 1 Bed Flat in Central London,Southwark,0.4141162869279948,0.6744046577955469,51.50133,-0.09646,95.0,0.14
13138748,Unique 1 Bed Apt in Historic Pumphouse - London,Southwark,0.4141162869279948,0.6744046577955469,51.49831,-0.05123,99.0,1.08
13162865,Central 5th Floor Flat LondonBridge /TowerBridge,Southwark,0.4141162869279948,0.6744046577955469,51.50183,-0.07857,130.0,4.05
13178631,Cosy 1bed aprtm London Eye view near Tate Modern,Southwark,0.4141162869279948,0.6744046577955469,51.50066,-0.10321,120.0,0.48
13190144,Comfortable 4 BD victorian home w free parking,Southwark,0.4141162869279948,0.6744046577955469,51.45659,-0.07011,224.0,0.05
13260653,Great modern flat with private garden.,Southwark,0.4141162869279948,0.6744046577955469,51.48074,-0.08463,135.0,0.08
13269522,1 bed apartment zone 2 London,Southwark,0.4141162869279948,0.6744046577955469,51.47566,-0.05757,90.0,0.19
13273118,Perfect 1 Bedroom apartment -Tower Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.49805,-0.08032,139.0,0.0
13289226,I love Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.472,-0.07514,75.0,0.06
13289997,"Gate House Apartments, Tower Bridge",Southwark,0.4141162869279948,0.6744046577955469,51.50123,-0.07835,204.0,0.41
13297148,Bermondsey Street Apartment,Southwark,0.4141162869279948,0.6744046577955469,51.49879,-0.08169,160.0,2.02
13322476,Light & spacious design flat in buzzing Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.47608,-0.06722,59.0,1.12
13343635,Stunning apartment easy to get to Canary wharf,Southwark,0.4141162869279948,0.6744046577955469,51.49808,-0.04884,160.0,0.03
13358704,5 star 2bed 2bath - cntrl London flat superWifi,Southwark,0.4141162869279948,0.6744046577955469,51.49177,-0.10245,250.0,0.73
1336197,"Central, spacious 2 bed flat Zone 1",Southwark,0.4141162869279948,0.6744046577955469,51.49624,-0.10206,100.0,2.31
1336477,Huge 2 Bed Penthouse with Terrace,Southwark,0.4141162869279948,0.6744046577955469,51.46281,-0.05979,120.0,0.38
13369595,Modern 2-bed in Central London with Amazing View,Southwark,0.4141162869279948,0.6744046577955469,51.49344,-0.09825,195.0,0.22
13395059,Stylish accommodation in East Dulwich-free parking,Southwark,0.4141162869279948,0.6744046577955469,51.45784,-0.07947,123.0,0.03
1340143,Large 4 bed home in South London,Southwark,0.4141162869279948,0.6744046577955469,51.45768,-0.08154,250.0,0.4
13402847,Beautiful 2 bed cottage with garden,Southwark,0.4141162869279948,0.6744046577955469,51.4567,-0.04987,110.0,0.33
13414942,"Quiet, comfortable and modern apartment",Southwark,0.4141162869279948,0.6744046577955469,51.50062,-0.03522,50.0,0.0
13440736,A comfy stylish flat - sleeps 4-6 - lovely garden,Southwark,0.4141162869279948,0.6744046577955469,51.4838,-0.09611,95.0,0.78
13445580,Bright and Modern Central London Apartment (WR1),Southwark,0.4141162869279948,0.6744046577955469,51.48606,-0.09436,85.0,1.57
13448522,Spacious 3 bed house great location,Southwark,0.4141162869279948,0.6744046577955469,51.45347,-0.07122,110.0,0.38
13448783,"Sleeps 8-12 Period Home & Garden, City & West End",Southwark,0.4141162869279948,0.6744046577955469,51.46891,-0.08075,286.0,0.09
13474527,The Home of Two Architects in Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.47922,-0.06332,65.0,0.41
13511079,Charming period property in Elephant and Castle,Southwark,0.4141162869279948,0.6744046577955469,51.48707,-0.08849,76.0,0.52
